precinct,district,parish
00/21,37,Jefferson Davis
00/23,37,Jefferson Davis
00/23B,37,Jefferson Davis
01/1010,38,Evangeline
01/1020,38,Evangeline
01/1030,38,Evangeline
01/1031,38,Evangeline
01/1040,38,Evangeline
01/1041,38,Evangeline
01/1050,38,Evangeline
01/1080,38,Evangeline
01/1081,38,Evangeline
01/1090,38,Evangeline
01/1091,38,Evangeline
01/1100,38,Evangeline
01/1101,38,Evangeline
01/1110,38,Evangeline
01/1120,38,Evangeline
01/1130,38,Evangeline
01/1140,38,Evangeline
01/1150,38,Evangeline
01/1160,38,Evangeline
01/1161,38,Evangeline
01/1162,38,Evangeline
01/1170,38,Evangeline
01/1171,38,Evangeline
02/2010A,38,Evangeline
03/3010,38,Evangeline
03/3020,38,Evangeline
03/3030,38,Evangeline
03/3031,38,Evangeline
03/3032,38,Evangeline
03/3040,38,Evangeline
03/3050,38,Evangeline
03/3051,38,Evangeline
03/3052,38,Evangeline
03/3060,38,Evangeline
03/3070,38,Evangeline
03/3071,38,Evangeline
04/4001,38,Evangeline
04/4010,38,Evangeline
04/4011,38,Evangeline
04/4012,38,Evangeline
04/4020,38,Evangeline
04/4021,38,Evangeline
04/4030,38,Evangeline
04/4040,38,Evangeline
05/5004,38,Evangeline
05/5010,38,Evangeline
05/5020,38,Evangeline
05/5030,38,Evangeline
05/5040,38,Evangeline
05/5041,38,Evangeline
05/5050,38,Evangeline
00/S07,38,Rapides
00/S10 AK,38,Rapides
00/S10 LZ,38,Rapides
00/S17,38,Rapides
00/S18,38,Rapides
00/S19,38,Rapides
00/S20,38,Rapides
00/S21,38,Rapides
00/S22,38,Rapides
00/S23,38,Rapides
00/S24,38,Rapides
00/S25,38,Rapides
00/S26,38,Rapides
00/S27,38,Rapides
00/S28,38,Rapides
00/S29,38,Rapides
00/001,39,Lafayette
00/002,39,Lafayette
00/003,39,Lafayette
00/004,39,Lafayette
00/005,39,Lafayette
00/006,39,Lafayette
00/007,39,Lafayette
00/008,39,Lafayette
00/009,39,Lafayette
00/026,39,Lafayette
00/029,39,Lafayette
00/030,39,Lafayette
00/031,39,Lafayette
00/050,39,Lafayette
00/071,39,Lafayette
00/113,39,Lafayette
00/114,39,Lafayette
00/119,39,Lafayette
00/122,39,Lafayette
00/123,39,Lafayette
00/124,39,Lafayette
00/06,40,St. Landry
00/08,40,St. Landry
00/09,40,St. Landry
00/09A,40,St. Landry
00/10,40,St. Landry
00/10A,40,St. Landry
00/11,40,St. Landry
00/11B,40,St. Landry
00/12,40,St. Landry
00/13,40,St. Landry
00/13A,40,St. Landry
00/14,40,St. Landry
00/14A,40,St. Landry
00/14B,40,St. Landry
00/15,40,St. Landry
00/18,40,St. Landry
00/18A,40,St. Landry
00/18B,40,St. Landry
00/19,40,St. Landry
00/19A,40,St. Landry
00/20,40,St. Landry
00/20B,40,St. Landry
00/21,40,St. Landry
00/21A,40,St. Landry
00/22,40,St. Landry
00/22B,40,St. Landry
00/23,40,St. Landry
00/23A,40,St. Landry
00/24,40,St. Landry
00/24B,40,St. Landry
00/25,40,St. Landry
00/26,40,St. Landry
00/26A,40,St. Landry
00/27,40,St. Landry
00/28,40,St. Landry
00/29,40,St. Landry
00/29A,40,St. Landry
00/34,40,St. Landry
00/34A,40,St. Landry
00/35,40,St. Landry
00/36,40,St. Landry
00/37,40,St. Landry
00/37A,40,St. Landry
02/01,41,Acadia
02/03,41,Acadia
02/04,41,Acadia
03/01,41,Acadia
03/02,41,Acadia
03/03,41,Acadia
03/04,41,Acadia
03/05,41,Acadia
03/07,41,Acadia
04/01,41,Acadia
04/02,41,Acadia
04/06,41,Acadia
07/02,41,Acadia
07/03,41,Acadia
07/04,41,Acadia
02/2010,41,Evangeline
02/2020,41,Evangeline
02/2030,41,Evangeline
02/2040,41,Evangeline
00/32,41,St. Landry
00/32A,41,St. Landry
00/33,41,St. Landry
00/33A,41,St. Landry
00/41,41,St. Landry
00/41A,41,St. Landry
00/42,41,St. Landry
00/43,41,St. Landry
00/44,41,St. Landry
00/44A,41,St. Landry
00/44B,41,St. Landry
00/45,41,St. Landry
00/46,41,St. Landry
00/47,41,St. Landry
00/48,41,St. Landry
00/49,41,St. Landry
00/50,41,St. Landry
00/50A,41,St. Landry
00/51,41,St. Landry
00/51A,41,St. Landry
00/52,41,St. Landry
01/01,42,Acadia
01/02,42,Acadia
01/03,42,Acadia
01/04,42,Acadia
01/05,42,Acadia
01/06,42,Acadia
01/07,42,Acadia
01/08,42,Acadia
02/02,42,Acadia
02/05,42,Acadia
04/03,42,Acadia
04/04,42,Acadia
04/05,42,Acadia
05/01,42,Acadia
05/02,42,Acadia
05/03,42,Acadia
05/04,42,Acadia
05/05,42,Acadia
06/01,42,Acadia
06/02,42,Acadia
06/03,42,Acadia
06/04,42,Acadia
06/05,42,Acadia
06/06,42,Acadia
06/07,42,Acadia
06/08,42,Acadia
06/10,42,Acadia
06/12,42,Acadia
06/13,42,Acadia
06/14,42,Acadia
06/15,42,Acadia
06/16,42,Acadia
00/027,42,Lafayette
00/028,42,Lafayette
00/037,42,Lafayette
00/087,43,Lafayette
00/088,43,Lafayette
00/089,43,Lafayette
00/091,43,Lafayette
00/092,43,Lafayette
00/093,43,Lafayette
00/094,43,Lafayette
00/095,43,Lafayette
00/096,43,Lafayette
00/097,43,Lafayette
00/098,43,Lafayette
00/099,43,Lafayette
00/104,43,Lafayette
00/115,43,Lafayette
00/120,43,Lafayette
00/121,43,Lafayette
00/126,43,Lafayette
00/127,43,Lafayette
00/128,43,Lafayette
00/130,43,Lafayette
00/131,43,Lafayette
00/010,44,Lafayette
00/011,44,Lafayette
00/012,44,Lafayette
00/013,44,Lafayette
00/014,44,Lafayette
00/015,44,Lafayette
00/016,44,Lafayette
00/017,44,Lafayette
00/018,44,Lafayette
00/019,44,Lafayette
00/020,44,Lafayette
00/021,44,Lafayette
00/022,44,Lafayette
00/023,44,Lafayette
00/024,44,Lafayette
00/025,44,Lafayette
00/051,44,Lafayette
00/052,44,Lafayette
00/053,44,Lafayette
00/055,44,Lafayette
00/057,44,Lafayette
00/058,44,Lafayette
00/060,44,Lafayette
00/061,44,Lafayette
00/063,44,Lafayette
00/064,44,Lafayette
00/065,44,Lafayette
00/066,44,Lafayette
00/068,44,Lafayette
00/072,44,Lafayette
00/112,44,Lafayette
00/129,44,Lafayette
00/032,45,Lafayette
00/033,45,Lafayette
00/038,45,Lafayette
00/039,45,Lafayette
00/040,45,Lafayette
00/041,45,Lafayette
00/042,45,Lafayette
00/043,45,Lafayette
00/044,45,Lafayette
00/045,45,Lafayette
00/046,45,Lafayette
00/047,45,Lafayette
00/048,45,Lafayette
00/049,45,Lafayette
00/069,45,Lafayette
00/070,45,Lafayette
00/073,45,Lafayette
00/074,45,Lafayette
00/075,45,Lafayette
00/076,45,Lafayette
00/077,45,Lafayette
00/078,45,Lafayette
00/079,45,Lafayette
00/080,45,Lafayette
00/081,45,Lafayette
00/082,45,Lafayette
00/083,45,Lafayette
00/084,45,Lafayette
00/090,45,Lafayette
00/02,46,St. Landry
00/02A,46,St. Landry
00/02B,46,St. Landry
00/02C,46,St. Landry
00/03,46,St. Landry
00/05,46,St. Landry
00/07,46,St. Landry
00/07A,46,St. Landry
00/16,46,St. Landry
00/16A,46,St. Landry
00/17,46,St. Landry
00/30,46,St. Landry
00/30A,46,St. Landry
00/30B,46,St. Landry
00/31,46,St. Landry
00/38,46,St. Landry
00/39,46,St. Landry
00/39A,46,St. Landry
00/40,46,St. Landry
00/16,46,St. Martin
00/17,46,St. Martin
00/20,46,St. Martin
00/21,46,St. Martin
00/22,46,St. Martin
00/23,46,St. Martin
00/26,46,St. Martin
00/27,46,St. Martin
00/28,46,St. Martin
00/29,46,St. Martin
00/30,46,St. Martin
00/31,46,St. Martin
00/32,46,St. Martin
00/33,46,St. Martin
00/34,46,St. Martin
00/35,46,St. Martin
00/36,46,St. Martin
00/37,46,St. Martin
00/38,46,St. Martin
00/39,46,St. Martin
00/40,46,St. Martin
00/41,46,St. Martin
00/42,46,St. Martin
00/43,46,St. Martin
00/260,47,Calcasieu
00/365,47,Calcasieu
00/370,47,Calcasieu
00/371N,47,Calcasieu
00/371S,47,Calcasieu
*ALL/*ALL,47,Cameron
00/01,47,Vermilion
00/02,47,Vermilion
00/04,47,Vermilion
00/05,47,Vermilion
00/06,47,Vermilion
00/07,47,Vermilion
00/07A,47,Vermilion
00/07B,47,Vermilion
00/07C,47,Vermilion
00/08,47,Vermilion
00/09,47,Vermilion
00/10,47,Vermilion
00/11,47,Vermilion
00/12,47,Vermilion
00/14,47,Vermilion
00/16,47,Vermilion
00/17,47,Vermilion
00/18,47,Vermilion
00/19,47,Vermilion
00/19A,47,Vermilion
00/20,47,Vermilion
00/20A,47,Vermilion
00/20B,47,Vermilion
00/21,47,Vermilion
00/21A,47,Vermilion
00/23,47,Vermilion
00/28,47,Vermilion
00/29,47,Vermilion
00/30,47,Vermilion
00/31,47,Vermilion
00/38,47,Vermilion
00/40,47,Vermilion
00/56,47,Vermilion
00/57B,47,Vermilion
01/03,48,Iberia
02/02,48,Iberia
02/03,48,Iberia
03/02,48,Iberia
03/03,48,Iberia
03/04,48,Iberia
05/01,48,Iberia
06/02,48,Iberia
07/01,48,Iberia
07/02,48,Iberia
07/04,48,Iberia
07/05,48,Iberia
08/01,48,Iberia
08/02,48,Iberia
08/03,48,Iberia
09/02,48,Iberia
09/04,48,Iberia
09/05,48,Iberia
11/03,48,Iberia
11/05,48,Iberia
13/04,48,Iberia
14/01,48,Iberia
14/05,48,Iberia
00/100,48,Lafayette
00/101,48,Lafayette
00/102,48,Lafayette
00/110,48,Lafayette
00/134,48,Lafayette
00/135,48,Lafayette
00/03,48,St. Martin
00/04,48,St. Martin
00/05,48,St. Martin
03/05,49,Iberia
05/02,49,Iberia
05/05,49,Iberia
06/05,49,Iberia
10/03,49,Iberia
10/04,49,Iberia
12/04,49,Iberia
13/01,49,Iberia
13/02,49,Iberia
13/03,49,Iberia
13/05,49,Iberia
14/03,49,Iberia
14/04,49,Iberia
00/103,49,Lafayette
00/107,49,Lafayette
00/108,49,Lafayette
00/111,49,Lafayette
00/116,49,Lafayette
00/118,49,Lafayette
00/136,49,Lafayette
00/41,49,Vermilion
00/42,49,Vermilion
00/44,49,Vermilion
00/45,49,Vermilion
00/45A,49,Vermilion
00/46B,49,Vermilion
00/47,49,Vermilion
00/49,49,Vermilion
00/49A,49,Vermilion
00/49B,49,Vermilion
00/49C,49,Vermilion
00/50,49,Vermilion
00/51,49,Vermilion
00/53,49,Vermilion
00/57A,49,Vermilion
00/01,50,St. Martin
00/02,50,St. Martin
00/01,50,St. Mary
00/02,50,St. Mary
00/03,50,St. Mary
00/04,50,St. Mary
00/05,50,St. Mary
00/06,50,St. Mary
00/06A,50,St. Mary
00/07,50,St. Mary
00/08,50,St. Mary
00/09,50,St. Mary
00/10,50,St. Mary
00/11,50,St. Mary
00/12,50,St. Mary
00/13,50,St. Mary
00/14,50,St. Mary
00/15,50,St. Mary
00/16,50,St. Mary
00/17,50,St. Mary
00/18,50,St. Mary
00/19,50,St. Mary
00/20,50,St. Mary
00/21,50,St. Mary
00/22,50,St. Mary
00/23,50,St. Mary
00/24,50,St. Mary
00/25,50,St. Mary
00/26,50,St. Mary
00/27,50,St. Mary
00/28,50,St. Mary
00/29,50,St. Mary
00/30,50,St. Mary
00/31,50,St. Mary
00/32,50,St. Mary
00/33,50,St. Mary
00/34,50,St. Mary
00/35,50,St. Mary
00/36,50,St. Mary
00/38,50,St. Mary
00/39,50,St. Mary
00/42,50,St. Mary
02/03,51,Assumption
02/04,51,Assumption
02/05,51,Assumption
03/01,51,Assumption
03/02,51,Assumption
04/03,51,Assumption
04/04,51,Assumption
01/01,51,Lafourche
01/02,51,Lafourche
01/04,51,Lafourche
01/06,51,Lafourche
11/03,51,Lafourche
11/05,51,Lafourche
00/37,51,St. Mary
00/40,51,St. Mary
00/41,51,St. Mary
00/43,51,St. Mary
00/44,51,St. Mary
00/45,51,St. Mary
00/001,51,Terrebonne
00/002,51,Terrebonne
00/005,51,Terrebonne
00/007 A,51,Terrebonne
00/007 L,51,Terrebonne
00/008,51,Terrebonne
00/010,51,Terrebonne
00/011,51,Terrebonne
00/027,51,Terrebonne
00/028,51,Terrebonne
00/030,51,Terrebonne
00/033,51,Terrebonne
00/037,51,Terrebonne
00/064,51,Terrebonne
00/065,51,Terrebonne
00/067,51,Terrebonne
00/076,51,Terrebonne
00/012,52,Terrebonne
00/014,52,Terrebonne
00/015,52,Terrebonne
00/016,52,Terrebonne
00/017,52,Terrebonne
00/018,52,Terrebonne
00/035,52,Terrebonne
00/038,52,Terrebonne
00/039,52,Terrebonne
00/040,52,Terrebonne
00/041,52,Terrebonne
00/042,52,Terrebonne
00/043,52,Terrebonne
00/045,52,Terrebonne
00/048,52,Terrebonne
00/051,52,Terrebonne
00/068,52,Terrebonne
00/069,52,Terrebonne
00/074,52,Terrebonne
00/081,52,Terrebonne
00/083,52,Terrebonne
00/084,52,Terrebonne
00/085,52,Terrebonne
00/087,52,Terrebonne
00/090,52,Terrebonne
00/094,52,Terrebonne
00/095,52,Terrebonne
00/019,53,Terrebonne
00/020,53,Terrebonne
00/021,53,Terrebonne
00/023,53,Terrebonne
00/025,53,Terrebonne
00/029,53,Terrebonne
00/031,53,Terrebonne
00/034 A,53,Terrebonne
00/034 M,53,Terrebonne
00/049,53,Terrebonne
00/052,53,Terrebonne
00/053,53,Terrebonne
00/055,53,Terrebonne
00/056,53,Terrebonne
00/057,53,Terrebonne
00/058,53,Terrebonne
00/059,53,Terrebonne
00/060,53,Terrebonne
00/062,53,Terrebonne
00/063,53,Terrebonne
00/071,53,Terrebonne
00/072,53,Terrebonne
00/073,53,Terrebonne
00/088,53,Terrebonne
00/100,53,Terrebonne
00/110,53,Terrebonne
00/115,53,Terrebonne
00/GI001,54,Jefferson
03/02,54,Lafourche
03/03,54,Lafourche
03/07,54,Lafourche
04/01,54,Lafourche
04/02,54,Lafourche
04/03,54,Lafourche
04/04,54,Lafourche
04/05,54,Lafourche
04/06,54,Lafourche
07/03,54,Lafourche
08/01,54,Lafourche
09/01,54,Lafourche
09/02,54,Lafourche
10/01,54,Lafourche
10/02,54,Lafourche
10/03,54,Lafourche
10/04,54,Lafourche
10/06,54,Lafourche
10/08,54,Lafourche
10/09,54,Lafourche
10/10,54,Lafourche
10/11,54,Lafourche
10/12,54,Lafourche
10/13,54,Lafourche
10/14,54,Lafourche
10/15,54,Lafourche
10/16,54,Lafourche
11/01,54,Lafourche
11/02 A,54,Lafourche
11/02 B,54,Lafourche
01/03,55,Lafourche
01/05,55,Lafourche
02/01,55,Lafourche
02/01A,55,Lafourche
02/02 A,55,Lafourche
02/02 B,55,Lafourche
02/03,55,Lafourche
02/05,55,Lafourche
02/06,55,Lafourche
02/07,55,Lafourche
02/08,55,Lafourche
02/09,55,Lafourche
02/10,55,Lafourche
02/11,55,Lafourche
02/12,55,Lafourche
02/13,55,Lafourche
02/14,55,Lafourche
02/15,55,Lafourche
02/16,55,Lafourche
03/01,55,Lafourche
03/04,55,Lafourche
03/05,55,Lafourche
03/06,55,Lafourche
05/01,55,Lafourche
05/01A,55,Lafourche
05/02,55,Lafourche
05/03,55,Lafourche
06/01,55,Lafourche
06/02,55,Lafourche
06/03,55,Lafourche
06/04,55,Lafourche
06/05,55,Lafourche
07/01,55,Lafourche
07/02,55,Lafourche
07/04,55,Lafourche
11/04,55,Lafourche
01/4,56,St. Charles
01/6,56,St. Charles
02/1,56,St. Charles
02/3,56,St. Charles
02/4,56,St. Charles
02/5,56,St. Charles
02/5 A,56,St. Charles
02/6,56,St. Charles
03/1,56,St. Charles
03/1 A,56,St. Charles
03/1 B,56,St. Charles
03/2,56,St. Charles
03/3,56,St. Charles
04/1,56,St. Charles
04/1 A,56,St. Charles
04/2,56,St. Charles
04/3,56,St. Charles
04/5,56,St. Charles
05/1,56,St. Charles
05/3,56,St. Charles
05/4,56,St. Charles
05/5,56,St. Charles
06/1,56,St. Charles
06/2,56,St. Charles
06/2 A,56,St. Charles
06/3,56,St. Charles
06/4,56,St. Charles
06/6,56,St. Charles
07/1,56,St. Charles
07/2,56,St. Charles
07/2 A,56,St. Charles
07/3,56,St. Charles
07/3 A,56,St. Charles
07/4,56,St. Charles
07/4 A,56,St. Charles
07/5,56,St. Charles
01/07,56,St. John The Baptist
01/1,57,St. Charles
01/2,57,St. Charles
01/2 A,57,St. Charles
01/3,57,St. Charles
01/5,57,St. Charles
04/4,57,St. Charles
01/02,57,St. John The Baptist
01/04,57,St. John The Baptist
01/05,57,St. John The Baptist
01/06,57,St. John The Baptist
02/04,57,St. John The Baptist
02/05,57,St. John The Baptist
03/01,57,St. John The Baptist
03/02,57,St. John The Baptist
03/04,57,St. John The Baptist
03/07,57,St. John The Baptist
04/01,57,St. John The Baptist
04/02,57,St. John The Baptist
04/03,57,St. John The Baptist
04/04,57,St. John The Baptist
04/05,57,St. John The Baptist
05/01,57,St. John The Baptist
05/02,57,St. John The Baptist
05/03,57,St. John The Baptist
05/04,57,St. John The Baptist
05/05,57,St. John The Baptist
06/01,57,St. John The Baptist
06/02,57,St. John The Baptist
06/03,57,St. John The Baptist
06/04,57,St. John The Baptist
06/05,57,St. John The Baptist
07/01,57,St. John The Baptist
07/02,57,St. John The Baptist
07/03,57,St. John The Baptist
07/04,57,St. John The Baptist
00/23,58,Ascension
00/28,58,Ascension
00/30,58,Ascension
00/36,58,Ascension
00/37,58,Ascension
00/38,58,Ascension
00/39,58,Ascension
00/42,58,Ascension
00/44,58,Ascension
00/45,58,Ascension
00/47,58,Ascension
00/48,58,Ascension
00/50,58,Ascension
00/51,58,Ascension
00/52,58,Ascension
00/53,58,Ascension
00/54,58,Ascension
00/55,58,Ascension
00/57,58,Ascension
00/73,58,Ascension
00/01,58,St. James
00/02,58,St. James
00/04,58,St. James
00/05,58,St. James
00/07,58,St. James
00/10,58,St. James
00/12,58,St. James
00/13,58,St. James
00/14,58,St. James
00/15,58,St. James
00/16,58,St. James
00/17,58,St. James
00/18,58,St. James
00/19,58,St. James
00/22,58,St. James
01/01,58,St. John The Baptist
01/03,58,St. John The Baptist
02/01,58,St. John The Baptist
02/02,58,St. John The Baptist
02/03,58,St. John The Baptist
03/03,58,St. John The Baptist
00/01 A,59,Ascension
00/01 B,59,Ascension
00/02,59,Ascension
00/06,59,Ascension
00/07,59,Ascension
00/08 A,59,Ascension
00/08 B,59,Ascension
00/09,59,Ascension
00/11 A,59,Ascension
00/11 B,59,Ascension
00/16,59,Ascension
00/17,59,Ascension
00/19,59,Ascension
00/20,59,Ascension
00/61,59,Ascension
00/62,59,Ascension
00/63,59,Ascension
00/64,59,Ascension
00/71,59,Ascension
00/72,59,Ascension
00/77,59,Ascension
00/78,59,Ascension
01/01,60,Assumption
01/02,60,Assumption
01/03,60,Assumption
02/01,60,Assumption
04/01,60,Assumption
05/01,60,Assumption
05/02,60,Assumption
05/03,60,Assumption
05/05,60,Assumption
06/01,60,Assumption
06/01 A,60,Assumption
06/02,60,Assumption
06/03,60,Assumption
07/01,60,Assumption
07/01 A,60,Assumption
07/02,60,Assumption
07/03,60,Assumption
08/01,60,Assumption
08/01 A,60,Assumption
09/01,60,Assumption
09/01 A,60,Assumption
00/01,60,Iberville
00/03,60,Iberville
00/04,60,Iberville
00/05,60,Iberville
00/06,60,Iberville
00/07,60,Iberville
00/09,60,Iberville
00/10,60,Iberville
00/10B,60,Iberville
00/11,60,Iberville
00/12,60,Iberville
00/13,60,Iberville
00/14,60,Iberville
00/14A,60,Iberville
00/15,60,Iberville
00/15A,60,Iberville
00/16,60,Iberville
00/17,60,Iberville
00/18,60,Iberville
00/19,60,Iberville
00/20,60,Iberville
00/21,60,Iberville
00/22,60,Iberville
00/24,60,Iberville
00/25,60,Iberville
00/26,60,Iberville
00/27,60,Iberville
00/28,60,Iberville
00/29,60,Iberville
01/002 A,61,East Baton Rouge
01/002 B,61,East Baton Rouge
01/007,61,East Baton Rouge
01/014 A,61,East Baton Rouge
01/014 B,61,East Baton Rouge
01/027,61,East Baton Rouge
01/028,61,East Baton Rouge
01/029,61,East Baton Rouge
01/030,61,East Baton Rouge
01/031 A,61,East Baton Rouge
01/031 B,61,East Baton Rouge
01/032 A,61,East Baton Rouge
01/032 B,61,East Baton Rouge
01/033,61,East Baton Rouge
01/036,61,East Baton Rouge
01/037 A,61,East Baton Rouge
01/037 B,61,East Baton Rouge
01/040,61,East Baton Rouge
01/050,61,East Baton Rouge
01/054,61,East Baton Rouge
01/057,61,East Baton Rouge
01/061,61,East Baton Rouge
01/062,61,East Baton Rouge
01/063 A,61,East Baton Rouge
01/063 B,61,East Baton Rouge
01/064,61,East Baton Rouge
01/078 A,61,East Baton Rouge
01/078 B,61,East Baton Rouge
01/093,61,East Baton Rouge
01/096,61,East Baton Rouge
01/104 A,61,East Baton Rouge
01/104 B,61,East Baton Rouge
01/011,62,East Baton Rouge
01/084,62,East Baton Rouge
02/003,62,East Baton Rouge
02/010 A,62,East Baton Rouge
02/010 B,62,East Baton Rouge
02/011,62,East Baton Rouge
02/012 A,62,East Baton Rouge
02/012 B,62,East Baton Rouge
02/014 A,62,East Baton Rouge
02/014 B,62,East Baton Rouge
02/015,62,East Baton Rouge
02/017 A,62,East Baton Rouge
02/017 B,62,East Baton Rouge
02/025 A,62,East Baton Rouge
02/025 B,62,East Baton Rouge
02/026,62,East Baton Rouge
02/028,62,East Baton Rouge
*ALL/*ALL,62,East Feliciana
01/086 A,63,East Baton Rouge
01/086 B,63,East Baton Rouge
01/091 A,63,East Baton Rouge
01/091 B,63,East Baton Rouge
01/092 A,63,East Baton Rouge
01/092 B,63,East Baton Rouge
01/094,63,East Baton Rouge
01/095 A,63,East Baton Rouge
01/095 B,63,East Baton Rouge
01/100 A,63,East Baton Rouge
01/100 B,63,East Baton Rouge
01/101 A,63,East Baton Rouge
01/101 B,63,East Baton Rouge
02/002 A,63,East Baton Rouge
02/002 B,63,East Baton Rouge
02/004,63,East Baton Rouge
02/005,63,East Baton Rouge
02/009 A,63,East Baton Rouge
02/009 B,63,East Baton Rouge
02/013 A,63,East Baton Rouge
02/013 B,63,East Baton Rouge
02/018 A,63,East Baton Rouge
02/018 B,63,East Baton Rouge
02/019,63,East Baton Rouge
02/020,63,East Baton Rouge
02/021,63,East Baton Rouge
02/022 A,63,East Baton Rouge
02/022 B,63,East Baton Rouge
02/024,63,East Baton Rouge
02/029,63,East Baton Rouge
02/031,63,East Baton Rouge
02/032,63,East Baton Rouge
02/034,63,East Baton Rouge
02/035,63,East Baton Rouge
02/036 A,63,East Baton Rouge
02/036 B,63,East Baton Rouge
02/037,63,East Baton Rouge
02/038,63,East Baton Rouge
02/006 A,64,East Baton Rouge
02/006 B,64,East Baton Rouge
02/007 A,64,East Baton Rouge
02/007 B,64,East Baton Rouge
00/01,64,Livingston
00/01A,64,Livingston
00/01B,64,Livingston
00/01C,64,Livingston
00/01D,64,Livingston
00/02,64,Livingston
00/02A,64,Livingston
00/03,64,Livingston
00/03A,64,Livingston
00/03B,64,Livingston
00/04,64,Livingston
00/04A,64,Livingston
00/04B,64,Livingston
00/05,64,Livingston
00/05B,64,Livingston
00/05D,64,Livingston
00/39A,64,Livingston
00/39B,64,Livingston
00/40,64,Livingston
00/40A,64,Livingston
01/097,65,East Baton Rouge
02/008,65,East Baton Rouge
02/033,65,East Baton Rouge
03/001 A,65,East Baton Rouge
03/001 B,65,East Baton Rouge
03/002 A,65,East Baton Rouge
03/002 B,65,East Baton Rouge
03/006 A,65,East Baton Rouge
03/006 B,65,East Baton Rouge
03/009 A,65,East Baton Rouge
03/009 B,65,East Baton Rouge
03/012 A,65,East Baton Rouge
03/012 B,65,East Baton Rouge
03/014 A,65,East Baton Rouge
03/014 B,65,East Baton Rouge
03/021 A,65,East Baton Rouge
03/021 B,65,East Baton Rouge
03/025 A,65,East Baton Rouge
03/025 B,65,East Baton Rouge
03/026 A,65,East Baton Rouge
03/026 B,65,East Baton Rouge
03/030 A,65,East Baton Rouge
03/030 B,65,East Baton Rouge
03/032,65,East Baton Rouge
03/037,65,East Baton Rouge
03/046,65,East Baton Rouge
03/054,65,East Baton Rouge
03/058,65,East Baton Rouge
03/061,65,East Baton Rouge
03/072,65,East Baton Rouge
01/089,66,East Baton Rouge
01/098 A,66,East Baton Rouge
01/098 B,66,East Baton Rouge
01/103 A,66,East Baton Rouge
01/103 B,66,East Baton Rouge
03/010,66,East Baton Rouge
03/016,66,East Baton Rouge
03/019 A,66,East Baton Rouge
03/019 B,66,East Baton Rouge
03/022,66,East Baton Rouge
03/034 A,66,East Baton Rouge
03/034 B,66,East Baton Rouge
03/038,66,East Baton Rouge
03/043 A,66,East Baton Rouge
03/043 B,66,East Baton Rouge
03/045 A,66,East Baton Rouge
03/045 B,66,East Baton Rouge
03/047 A,66,East Baton Rouge
03/047 B,66,East Baton Rouge
03/053 A,66,East Baton Rouge
03/053 B,66,East Baton Rouge
03/056,66,East Baton Rouge
03/059,66,East Baton Rouge
03/063,66,East Baton Rouge
03/066,66,East Baton Rouge
03/067,66,East Baton Rouge
03/070,66,East Baton Rouge
03/071,66,East Baton Rouge
03/073 A,66,East Baton Rouge
03/073 B,66,East Baton Rouge
03/075,66,East Baton Rouge
03/076,66,East Baton Rouge
01/001,67,East Baton Rouge
01/003,67,East Baton Rouge
01/004,67,East Baton Rouge
01/005 A,67,East Baton Rouge
01/005 B,67,East Baton Rouge
01/006,67,East Baton Rouge
01/010 A,67,East Baton Rouge
01/010 B,67,East Baton Rouge
01/013,67,East Baton Rouge
01/015 A,67,East Baton Rouge
01/015 B,67,East Baton Rouge
01/016,67,East Baton Rouge
01/038 A,67,East Baton Rouge
01/038 B,67,East Baton Rouge
01/045,67,East Baton Rouge
01/046,67,East Baton Rouge
01/051,67,East Baton Rouge
01/067,67,East Baton Rouge
01/068,67,East Baton Rouge
01/102,67,East Baton Rouge
03/020 A,67,East Baton Rouge
03/020 B,67,East Baton Rouge
03/044 A,67,East Baton Rouge
03/044 B,67,East Baton Rouge
03/050 A,67,East Baton Rouge
03/050 B,67,East Baton Rouge
03/057,67,East Baton Rouge
03/069 A,67,East Baton Rouge
03/069 B,67,East Baton Rouge
01/008,68,East Baton Rouge
01/035,68,East Baton Rouge
01/039,68,East Baton Rouge
01/041 A,68,East Baton Rouge
01/041 B,68,East Baton Rouge
01/042 A,68,East Baton Rouge
01/042 B,68,East Baton Rouge
01/044,68,East Baton Rouge
01/048 A,68,East Baton Rouge
01/048 B,68,East Baton Rouge
01/056,68,East Baton Rouge
01/059,68,East Baton Rouge
01/065,68,East Baton Rouge
01/073 A,68,East Baton Rouge
01/073 B,68,East Baton Rouge
01/079,68,East Baton Rouge
01/105,68,East Baton Rouge
01/106,68,East Baton Rouge
03/017 A,68,East Baton Rouge
03/017 B,68,East Baton Rouge
03/018 A,68,East Baton Rouge
03/018 B,68,East Baton Rouge
03/035 A,68,East Baton Rouge
03/035 B,68,East Baton Rouge
03/036,68,East Baton Rouge
03/049 A,68,East Baton Rouge
03/049 B,68,East Baton Rouge
03/051,68,East Baton Rouge
03/052 A,68,East Baton Rouge
03/052 B,68,East Baton Rouge
03/074,68,East Baton Rouge
01/034 A,69,East Baton Rouge
01/034 B,69,East Baton Rouge
01/049 A,69,East Baton Rouge
01/049 B,69,East Baton Rouge
01/052 A,69,East Baton Rouge
01/052 B,69,East Baton Rouge
01/053 A,69,East Baton Rouge
01/053 B,69,East Baton Rouge
01/072 A,69,East Baton Rouge
01/072 B,69,East Baton Rouge
01/074 A,69,East Baton Rouge
01/074 B,69,East Baton Rouge
01/080 A,69,East Baton Rouge
